,Term,Makanan,Olahraga,Perjalanan,Label
0,wuaini,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
1,nih,0.005030181086519115,0.0034482758620689655,0.0029069767441860465,Makanan
2,menu,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
3,favorit,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
4,mimin,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
5,terangboelan,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
6,terang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
7,redvelvet,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
8,pakai,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
9,toping,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
10,cream,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
11,chese,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
12,plus,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
13,oreo,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
14,gurih,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
15,manis,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
16,asem,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
17,kecut,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
18,dikit,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
19,ena,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
20,pol,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
21,pokok,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
22,oiya,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
23,lupa,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
24,promo,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
25,buy,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
26,get,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
27,fre,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
28,beli,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
29,tipker,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
30,dapet,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
31,meises,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
32,gratis,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
33,pusat,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
34,bangjo,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
35,novotel,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
36,slamet,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
37,riyadi,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
38,timur,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
39,kiri,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
40,jalan,0.0030181086519114686,0.0011494252873563218,0.022286821705426358,Perjalanan
41,gendut,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
42,soba,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
43,limolasan,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
44,solofodgram,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
45,makan,0.029175050301810865,0.0011494252873563218,0.0009689922480620155,Makanan
46,sarap,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
47,pagi,0.0030181086519114686,0.0034482758620689655,0.0009689922480620155,Olahraga
48,alhamdulilah,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
49,ya,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
50,ga,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
51,bikin,0.005030181086519115,0.0011494252873563218,0.0029069767441860465,Makanan
52,apa,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
53,apel,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
54,minum,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
55,wedang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
56,ultimate,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
57,reda,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
58,nyeri,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
59,bulan,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
60,miya,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
61,cahaya,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
62,sarapanbuah,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
63,dietkenyang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
64,cleaneating,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
65,dietsehat,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
66,dietenak,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
67,realfod,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
68,stok,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
69,kue,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
70,balok,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
71,cemilan,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
72,sore,0.009054325955734407,0.0011494252873563218,0.0009689922480620155,Makanan
73,koda,0.0030181086519114686,0.0011494252873563218,0.0029069767441860465,Makanan
74,banget,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
75,kalo,0.0030181086519114686,0.0034482758620689655,0.0009689922480620155,Olahraga
76,mateng,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
77,gin,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
78,kemecer,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
79,sop,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
80,buah,0.011066398390342052,0.0011494252873563218,0.0009689922480620155,Makanan
81,cirebon,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
82,sweger,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
83,isi,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
84,komplit,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
85,bener,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
86,naga,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
87,alpukat,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
88,melon,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
89,jambu,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
90,biji,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
91,angur,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
92,jely,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
93,kasih,0.0030181086519114686,0.0011494252873563218,0.0029069767441860465,Makanan
94,sirup,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
95,susu,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
96,es,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
97,batu,0.0030181086519114686,0.0034482758620689655,0.0009689922480620155,Olahraga
98,ouch,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
99,segar,0.0030181086519114686,0.0011494252873563218,0.0029069767441860465,Makanan
100,idham,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
101,kholid,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
102,jl,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
103,kartasura,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
104,tuh,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
105,khas,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
106,padang,0.0030181086519114686,0.0011494252873563218,0.0029069767441860465,Makanan
107,lamang,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
108,tapai,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
109,lopis,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
110,blm,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
111,nyobain,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
112,enak,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
113,bahanya,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
114,beras,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
115,ketan,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
116,gitu,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
117,atas,0.0030181086519114686,0.0011494252873563218,0.0029069767441860465,Makanan
118,pake,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
119,hitam,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
120,siram,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
121,kuah,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
122,lamangtapaiajominang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
123,lamangtapai,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
124,dkb,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
125,indonesianfod,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
126,siang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
127,babat,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
128,gongso,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
129,nasi,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
130,anget,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
131,emang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
132,juarak,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
133,getuk,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
134,sele,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
135,nagih,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
136,nanas,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
137,coklat,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
138,mentega,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
139,bluebery,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
140,strawbery,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
141,getuksale,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
142,getuksele,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
143,bakso,0.009054325955734407,0.0011494252873563218,0.0009689922480620155,Makanan
144,mozarela,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
145,cincang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
146,pedas,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
147,urat,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
148,mh,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
149,bayang,0.0030181086519114686,0.0011494252873563218,0.0029069767441860465,Makanan
150,gimana,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
151,nikmat,0.0030181086519114686,0.0011494252873563218,0.0048449612403100775,Perjalanan
152,tambah,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
153,cincau,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
154,milk,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
155,tea,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
156,mantep,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
157,pasti,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
158,musim,0.0030181086519114686,0.0011494252873563218,0.0029069767441860465,Makanan
159,hujan,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
160,bareng,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
161,orang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
162,sayang,0.0030181086519114686,0.0034482758620689655,0.0009689922480620155,Olahraga
163,crepesnya,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
164,guede,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
165,pisang,0.005030181086519115,0.0011494252873563218,0.0009689922480620155,Makanan
166,crepes,0.007042253521126761,0.0011494252873563218,0.0009689922480620155,Makanan
167,sabar,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
168,antri,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
169,mr,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
170,mangkal,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
171,samping,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
172,sma,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
173,batik,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
174,sd,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
175,kleco,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
176,jam,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
177,sekolah,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
178,lapang,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
179,karangasem,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
180,k,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
181,mrcrepes,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
182,crepesmurah,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
183,cari,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
184,pangsit,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
185,mantul,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
186,kulinernengsolo,0.0030181086519114686,0.0011494252873563218,0.0009689922480620155,Makanan
187,pebulutangkis,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
188,indonesia,0.001006036217303823,0.014942528735632184,0.0048449612403100775,Olahraga
189,capai,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
190,final,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
191,south,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
192,australia,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
193,ic,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
194,myanmar,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
195,is,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
196,turnamen,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
197,sri,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
198,fatmawati,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
199,emanuel,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
200,rendhy,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
201,febryto,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
202,ferdian,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
203,mahardika,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
204,ranialdy,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
205,hasil,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
206,raih,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
207,gelar,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
208,olahraga,0.001006036217303823,0.02413793103448276,0.0009689922480620155,Olahraga
209,target,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
210,juara,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
211,nomor,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
212,ganda,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
213,combiphartenisopen,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
214,davidagungsusanto,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
215,saksi,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
216,davidboneng,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
217,kapai,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
218,lap,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
219,tenis,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
220,thesultanhotel,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
221,jakarta,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
222,menang,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
223,marc,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
224,marquez,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
225,misano,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
226,bawa,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
227,posisi,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
228,kempat,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
229,grand,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
230,prix,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
231,mengunguli,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
232,legenda,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
233,mike,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
234,hailwod,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
235,mari,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
236,main,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
237,peras,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
238,banga,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
239,habibie,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
240,rapat,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
241,liga,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
242,selamat,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
243,anak,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
244,muda,0.001006036217303823,0.005747126436781609,0.0009689922480620155,Olahraga
245,hati,0.001006036217303823,0.005747126436781609,0.0029069767441860465,Olahraga
246,delegasi,0.001006036217303823,0.0034482758620689655,0.0009689922480620155,Olahraga
